source,source_key,source_name,source_team,source_pos,slot,espn_id,espn_name,espn_pos,match_type,score
4for4_idp,db:Jalen Davis|CIN,Jalen Davis,CIN,CB,DB,3125356,Jalen Davis,CB,"exact name, slot agrees",1.000
4for4_idp,db:Jalen Huskey|JAX,Jalen Huskey,JAX,S,DB,4912185,Jalen Huskey,S,"exact name, slot agrees",1.000
4for4_idp,db:Jalen Pitre|HOU,Jalen Pitre,HOU,CB,DB,4241223,Jalen Pitre,CB,"exact name, slot agrees",1.000
4for4_idp,db:Jalen Ramsey|PIT,Jalen Ramsey,PIT,CB,DB,3045373,Jalen Ramsey,CB,"exact name, slot agrees",1.000
4for4_idp,dl:Jalen Redmond|MIN,Jalen Redmond,MIN,DT,DL,4360277,Jalen Redmond,DT,"exact name, slot agrees",1.000
4for4_idp,db:Jalen Thompson|DAL,Jalen Thompson,DAL,S,DB,4043089,Jalen Thompson,S,"exact name, slot agrees",1.000
4for4_idp,db:Jalon Kilgore|BUF,Jalon Kilgore,BUF,CB,DB,5076951,Jalon Kilgore,S,"exact name, slot agrees",1.000
4for4_idp,dl:Jalon Walker|ATL,Jalon Walker,ATL,DE,DL,4685597,Jalon Walker,DE,"exact name, slot agrees",1.000
4for4_idp,dl:Jalyn Holmes|TEN,Jalyn Holmes,TEN,DE,DL,3121414,Jalyn Holmes,DT,"exact name, slot agrees",1.000
4for4_idp,dl:Jalyx Hunt|PHI,Jalyx Hunt,PHI,DE,DL,4571162,Jalyx Hunt,DE,"exact name, slot agrees",1.000
4for4_idp,dl:Jamaree Caldwell|LAC,Jamaree Caldwell,LAC,DT,DL,5089178,Jamaree Caldwell,DT,"exact name, slot agrees",1.000
4for4_idp,db:Jamel Dean|PIT,Jamel Dean,PIT,CB,DB,3873935,Jamel Dean,CB,"exact name, slot agrees",1.000
4for4_idp,dl:James Houston|DAL,James Houston,DAL,DE,DL,4240608,James Houston,DE,"exact name, slot agrees",1.000
4for4_idp,dl:James Lynch|CHI,James Lynch,CHI,DT,DL,4259181,James Lynch,DT,"exact name, slot agrees",1.000
4for4_idp,dl:James Pearce|ATL,James Pearce,ATL,DE,DL,5081394,James Pearce Jr.,DE,"exact name, slot agrees",1.000
4for4_idp,db:James Pierre|MIN,James Pierre,MIN,CB,DB,4259252,James Pierre,CB,"exact name, slot agrees",1.000
4for4_idp,lb:James Williams|TEN,James Williams,TEN,LB,LB,4431613,James Williams Sr.,LB,"exact name, slot agrees",1.000
4for4_idp,lb:Jamien Sherwood|NYJ,Jamien Sherwood,NYJ,LB,LB,4361331,Jamien Sherwood,LB,"exact name, slot agrees",1.000
4for4_idp,lb:Jamin Davis|PIT,Jamin Davis,PIT,LB,LB,4240778,Jamin Davis,DE,hand_reviewed,
4for4_idp,db:Jaquan Brisker|PIT,Jaquan Brisker,PIT,S,DB,4570044,Jaquan Brisker,S,"exact name, slot agrees",1.000
4for4_idp,dl:Jared Harrison-Hunte|CAR,Jared Harrison-Hunte,CAR,DE,DL,4427401,,,hand_reviewed,
4for4_idp,dl:Jared Verse|CLE,Jared Verse,CLE,DE,DL,4578085,Jared Verse,DE,"exact name, slot agrees",1.000
4for4_idp,dl:Jarran Reed|SEA,Jarran Reed,SEA,DT,DL,3115312,Jarran Reed,DT,"exact name, slot agrees",1.000
4for4_idp,db:Jarrian Jones|JAX,Jarrian Jones,JAX,CB,DB,4426448,Jarrian Jones,CB,"exact name, slot agrees",1.000
4for4_idp,db:Jarrick Bernard-Converse|NYG,Jarrick Bernard-Converse,NYG,CB,DB,4361834,Jarrick Bernard-Converse,CB,"exact name, slot agrees",1.000
4for4_idp,db:Jarvis Brownlee|NYJ,Jarvis Brownlee,NYJ,CB,DB,4426817,Jarvis Brownlee Jr.,CB,"exact name, slot agrees",1.000
4for4_idp,db:Jason Marshall|MIA,Jason Marshall,MIA,CB,DB,4432730,Jason Marshall Jr.,CB,"exact name, slot agrees",1.000
4for4_idp,db:Jason Pinnock|NYG,Jason Pinnock,NYG,S,DB,4240706,Jason Pinnock,S,"exact name, slot agrees",1.000
4for4_idp,db:Javon Bullard|GB,Javon Bullard,GB,CB,DB,4688930,Javon Bullard,CB,"exact name, slot agrees",1.000
4for4_idp,dl:Javon Hargrave|GB,Javon Hargrave,GB,DT,DL,2983055,Javon Hargrave,DT,"exact name, slot agrees",1.000
4for4_idp,dl:Javon Kinlaw|WAS,Javon Kinlaw,WAS,DT,DL,4259491,Javon Kinlaw,DT,"exact name, slot agrees",1.000
4for4_idp,dl:Javon Solomon|BUF,Javon Solomon,BUF,DE,DL,4428548,Javon Solomon,DE,"exact name, slot agrees",1.000
4for4_idp,dl:Javontae Jean-Baptiste|WAS,Javontae Jean-Baptiste,WAS,DE,DL,4361357,Javontae Jean-Baptiste,DE,"exact name, slot agrees",1.000
4for4_idp,lb:Jay Higgins IV|BAL,Jay Higgins IV,BAL,LB,LB,4565350,Jay Higgins IV,LB,"exact name, slot agrees",1.000
4for4_idp,dl:Jay Toia|DAL,Jay Toia,DAL,DT,DL,4431603,Jay Toia,DT,"exact name, slot agrees",1.000
4for4_idp,db:Jay Ward|MIN,Jay Ward,MIN,S,DB,4568007,Jay Ward,S,"exact name, slot agrees",1.000
4for4_idp,db:Jaycee Horn|CAR,Jaycee Horn,CAR,CB,DB,4362847,Jaycee Horn,CB,"exact name, slot agrees",1.000
4for4_idp,dl:Jaylahn Tuimoloau|IND,Jaylahn Tuimoloau,IND,DE,DL,4566154,Jaylahn Tuimoloau,DE,"exact name, slot agrees",1.000
4for4_idp,dl:Jaylen Harrell|TEN,Jaylen Harrell,TEN,DE,DL,4429058,Jaylen Harrell,DE,"exact name, slot agrees",1.000
4for4_idp,db:Jaylen McCollough|LAR,Jaylen McCollough,LAR,S,DB,4427120,Jaylen McCollough,S,"exact name, slot agrees",1.000
4for4_idp,db:Jaylen Reed|HOU,Jaylen Reed,HOU,S,DB,4432758,Jaylen Reed,S,"exact name, slot agrees",1.000
4for4_idp,db:Jaylen Watson|LAR,Jaylen Watson,LAR,CB,DB,4697639,Jaylen Watson,CB,"exact name, slot agrees",1.000
4for4_idp,db:Jaylin Simpson|GB,Jaylin Simpson,GB,CB,DB,4567225,Jaylin Simpson,CB,"exact name, slot agrees",1.000
4for4_idp,db:Jaylin Smith|HOU,Jaylin Smith,HOU,CB,DB,4594277,Jaylin Smith,CB,"exact name, slot agrees",1.000
4for4_idp,db:Jaylinn Hawkins|BAL,Jaylinn Hawkins,BAL,S,DB,3858276,Jaylinn Hawkins,S,"exact name, slot agrees",1.000
4for4_idp,lb:Jaylon Carlies|IND,Jaylon Carlies,IND,LB,LB,4601021,Jaylon Carlies,LB,"exact name, slot agrees",1.000
4for4_idp,db:Jaylon Johnson|CHI,Jaylon Johnson,CHI,CB,DB,4243253,Jaylon Johnson,CB,"exact name, slot agrees",1.000
4for4_idp,db:Jaylon Jones|CHI,Jaylon Jones,CHI,CB,DB,4047655,Jaylon Jones,CB,hand_reviewed,
4for4_idp,dl:Jeffery Simmons|TEN,Jeffery Simmons,TEN,DT,DL,4035369,Jeffery Simmons,DT,"exact name, slot agrees",1.000
4for4_idp,lb:Jeffrey Bassa|KC,Jeffrey Bassa,KC,LB,LB,4602389,Jeffrey Bassa,LB,"exact name, slot agrees",1.000
4for4_idp,dl:Jer'Zhan Newton|WAS,Jer'Zhan Newton,WAS,DT,DL,4430560,Jer'Zhan Newton,DT,"exact name, slot agrees",1.000
4for4_idp,dl:Jeremiah Pharms|NE,Jeremiah Pharms,NE,DE,DL,5081728,Jeremiah Pharms Jr.,DT,"exact name, slot agrees",1.000
4for4_idp,lb:Jeremiah Trotter Jr.|PHI,Jeremiah Trotter Jr.,PHI,LB,LB,4432777,Jeremiah Trotter Jr.,LB,"exact name, slot agrees",1.000
4for4_idp,db:Jeremy Chinn|LV,Jeremy Chinn,LV,S,DB,4043169,Jeremy Chinn,S,"exact name, slot agrees",1.000
4for4_idp,db:Jeremy Reaves|WAS,Jeremy Reaves,WAS,S,DB,3125248,Jeremy Reaves,S,"exact name, slot agrees",1.000
4for4_idp,dl:Jermaine Johnson II|TEN,Jermaine Johnson II,TEN,DE,DL,4567962,Jermaine Johnson II,DE,"exact name, slot agrees",1.000
4for4_idp,db:Jermod McCoy|LV,Jermod McCoy,LV,CB,DB,5157289,Jermod McCoy,CB,"exact name, slot agrees",1.000
4for4_idp,db:Jerrick Reed|TEN,Jerrick Reed,TEN,S,DB,4570084,Jerrick Reed II,S,"exact name, slot agrees",1.000
4for4_idp,dl:Jerry Tillery|IND,Jerry Tillery,IND,DT,DL,3863182,Jerry Tillery,DT,"exact name, slot agrees",1.000
4for4_idp,db:Jessie Bates III|ATL,Jessie Bates III,ATL,S,DB,3919512,Jessie Bates III,S,"exact name, slot agrees",1.000
4for4_idp,db:Jevon Holland|NYG,Jevon Holland,NYG,S,DB,4373809,Jevon Holland,S,"exact name, slot agrees",1.000
4for4_idp,db:Ji'Ayir Brown|SF,Ji'Ayir Brown,SF,S,DB,4693644,Ji'Ayir Brown,S,"exact name, slot agrees",1.000
4for4_idp,lb:Jihaad Campbell|PHI,Jihaad Campbell,PHI,LB,LB,4685287,Jihaad Campbell,LB,"exact name, slot agrees",1.000
4for4_idp,lb:Jimmy Rolder|DET,Jimmy Rolder,DET,LB,LB,4896353,Jimmy Rolder,LB,"exact name, slot agrees",1.000
4for4_idp,lb:Joe Andreessen|BUF,Joe Andreessen,BUF,LB,LB,4366349,Joe Andreessen,LB,"exact name, slot agrees",1.000
4for4_idp,lb:Joe Giles-Harris|CIN,Joe Giles-Harris,CIN,LB,LB,3917797,Joe Giles-Harris,LB,"exact name, slot agrees",1.000
4for4_idp,db:Joey Porter Jr.|PIT,Joey Porter Jr.,PIT,CB,DB,4426506,Joey Porter Jr.,CB,"exact name, slot agrees",1.000
4for4_idp,dl:John Franklin-Myers|TEN,John Franklin-Myers,TEN,DT,DL,3120464,John Franklin-Myers,DE,"exact name, slot agrees",1.000
4for4_idp,dl:John Jenkins|BAL,John Jenkins,BAL,DT,DL,15846,John Jenkins,DT,"exact name, slot agrees",1.000
4for4_idp,dl:John Ridgeway|NO,John Ridgeway,NO,DT,DL,4248047,John Ridgeway III,DT,"exact name, slot agrees",1.000
4for4_idp,db:Johnathan Baldwin|GB,Johnathan Baldwin,GB,S,DB,4709980,Johnathan Baldwin II,S,"exact name, slot agrees",1.000
4for4_idp,db:Johnathan Edwards|IND,Johnathan Edwards,IND,CB,DB,4695991,Johnathan Edwards,CB,"exact name, slot agrees",1.000
4for4_idp,dl:Jonah Elliss|DEN,Jonah Elliss,DEN,DE,DL,4687592,Jonah Elliss,DE,"exact name, slot agrees",1.000
4for4_idp,dl:Jonah Laulu|LV,Jonah Laulu,LV,DT,DL,4373956,Jonah Laulu,DT,"exact name, slot agrees",1.000
4for4_idp,dl:Jonah Williams|ARI,Jonah Williams,ARI,DE,DL,4032481,Jonah Williams,DT,"exact name, slot agrees",1.000
4for4_idp,db:Jonas Sanker|NO,Jonas Sanker,NO,S,DB,4683813,Jonas Sanker,S,"exact name, slot agrees",1.000
4for4_idp,dl:Jonathan Allen|CIN,Jonathan Allen,CIN,DT,DL,3054840,Jonathan Allen,DT,"exact name, slot agrees",1.000
4for4_idp,dl:Jonathan Bullard|DAL,Jonathan Bullard,DAL,DE,DL,2980097,Jonathan Bullard,DT,"exact name, slot agrees",1.000
4for4_idp,dl:Jonathan Ford|GB,Jonathan Ford,GB,DT,DL,4259762,Jonathan Ford,DT,"exact name, slot agrees",1.000
4for4_idp,dl:Jonathan Greenard|PHI,Jonathan Greenard,PHI,DE,DL,3916409,Jonathan Greenard,DE,"exact name, slot agrees",1.000
4for4_idp,db:Jonathan Jones|PHI,Jonathan Jones,PHI,CB,DB,2971027,Jonathan Jones,CB,"exact name, slot agrees",1.000
4for4_idp,db:Jonathan Owens|IND,Jonathan Owens,IND,S,DB,4331768,Jonathan Owens,S,"exact name, slot agrees",1.000
4for4_idp,dl:Jonathon Cooper|DEN,Jonathon Cooper,DEN,DE,DL,4040608,Jonathon Cooper,DE,"exact name, slot agrees",1.000
4for4_idp,db:Jordan Battle|CIN,Jordan Battle,CIN,S,DB,4567098,Jordan Battle,S,"exact name, slot agrees",1.000
4for4_idp,dl:Jordan Burch|ARI,Jordan Burch,ARI,DE,DL,4428996,Jordan Burch,DE,"exact name, slot agrees",1.000
4for4_idp,db:Jordan Clark|NYJ,Jordan Clark,NYJ,CB,DB,4429411,Jordan Clark,CB,"exact name, slot agrees",1.000
4for4_idp,dl:Jordan Davis|PHI,Jordan Davis,PHI,DT,DL,4381558,Jordan Davis,DT,"exact name, slot agrees",1.000
4for4_idp,dl:Jordan Elliott|TEN,Jordan Elliott,TEN,DT,DL,4039052,Jordan Elliott,DT,"exact name, slot agrees",1.000
4for4_idp,db:Jordan Hancock|BUF,Jordan Hancock,BUF,S,DB,4596480,Jordan Hancock,S,"exact name, slot agrees",1.000
4for4_idp,db:Jordan Howden|NO,Jordan Howden,NO,S,DB,4360949,Jordan Howden,S,"exact name, slot agrees",1.000
4for4_idp,dl:Jordan Jackson|DEN,Jordan Jackson,DEN,DE,DL,4261090,Jordan Jackson,DT,"exact name, slot agrees",1.000
4for4_idp,lb:Jordan Magee|WAS,Jordan Magee,WAS,LB,LB,4568617,Jordan Magee,LB,"exact name, slot agrees",1.000
4for4_idp,dl:Jordan Phillips|MIA,Jordan Phillips,MIA,DT,DL,4837188,Jordan Phillips,DT,hand_reviewed,
4for4_idp,lb:Jordan Turner|DEN,Jordan Turner,DEN,LB,LB,4693373,Jordan Turner,LB,"exact name, slot agrees",1.000
4for4_idp,dl:Jordan van den Berg|CHI,Jordan van den Berg,CHI,DT,DL,4875381,Jordan van den Berg,DT,"exact name, slot agrees",1.000
4for4_idp,dl:Jordon Riley|GB,Jordon Riley,GB,DT,DL,4240677,Jordon Riley,DT,"exact name, slot agrees",1.000
4for4_idp,lb:Jordyn Brooks|MIA,Jordyn Brooks,MIA,LB,LB,4043130,Jordyn Brooks,LB,"exact name, slot agrees",1.000
4for4_idp,dl:Josaiah Stewart|LAR,Josaiah Stewart,LAR,DE,DL,4682983,Josaiah Stewart,DE,"exact name, slot agrees",1.000
4for4_idp,dl:Joseph Ossai|NYJ,Joseph Ossai,NYJ,DE,DL,4362094,Joseph Ossai,DE,"exact name, slot agrees",1.000
4for4_idp,db:Josh Blackwell|CHI,Josh Blackwell,CHI,CB,DB,4240459,Josh Blackwell,CB,"exact name, slot agrees",1.000
4for4_idp,db:Josh Butler|DAL,Josh Butler,DAL,CB,DB,3929814,Josh Butler,CB,"exact name, slot agrees",1.000
4for4_idp,db:Josh Hayes|TB,Josh Hayes,TB,CB,DB,4248533,Josh Hayes,CB,"exact name, slot agrees",1.000
4for4_idp,dl:Josh Hines-Allen|JAX,Josh Hines-Allen,JAX,DE,DL,3915239,Josh Hines-Allen,DE,"exact name, slot agrees",1.000
4for4_idp,db:Josh Jobe|SEA,Josh Jobe,SEA,CB,DB,4372020,Josh Jobe,CB,"exact name, slot agrees",1.000
4for4_idp,db:Josh Metellus|MIN,Josh Metellus,MIN,S,DB,4046537,Joshua Metellus,S,hand_reviewed,
4for4_idp,db:Josh Newton|CIN,Josh Newton,CIN,CB,DB,4365319,Josh Newton,CB,"exact name, slot agrees",1.000
4for4_idp,dl:Josh Sweat|ARI,Josh Sweat,ARI,DE,DL,3693166,Josh Sweat,DE,"exact name, slot agrees",1.000
4for4_idp,dl:Josh Uche|MIA,Josh Uche,MIA,DE,DL,4046528,Josh Uche,DE,"exact name, slot agrees",1.000
4for4_idp,db:Josh Wallace|LAR,Josh Wallace,LAR,CB,DB,4572371,Josh Wallace,CB,"exact name, slot agrees",1.000
4for4_idp,dl:Joshua Farmer|NE,Joshua Farmer,NE,DE,DL,4611993,Joshua Farmer,DT,"exact name, slot agrees",1.000
4for4_idp,dl:Joshua Josephs|WAS,Joshua Josephs,WAS,DE,DL,5081392,Joshua Josephs,DE,"exact name, slot agrees",1.000
4for4_idp,db:Joshua Williams|TEN,Joshua Williams,TEN,CB,DB,4917635,Joshua Williams,CB,"exact name, slot agrees",1.000
4for4_idp,lb:Josiah Trotter|TB,Josiah Trotter,TB,LB,LB,4870998,Josiah Trotter,LB,"exact name, slot agrees",1.000
4for4_idp,db:Jourdan Lewis|JAX,Jourdan Lewis,JAX,CB,DB,3045207,Jourdan Lewis,CB,"exact name, slot agrees",1.000
4for4_idp,dl:Jowon Briggs|NYJ,Jowon Briggs,NYJ,DE,DL,4426676,Jowon Briggs,DT,"exact name, slot agrees",1.000
4for4_idp,db:JuJu Brents|MIA,JuJu Brents,MIA,CB,DB,4360488,JuJu Brents,CB,"exact name, slot agrees",1.000
4for4_idp,db:Juanyeh Thomas|IND,Juanyeh Thomas,IND,S,DB,4360590,Juanyeh Thomas,S,"exact name, slot agrees",1.000
4for4_idp,db:Julian Blackmon|NO,Julian Blackmon,NO,S,DB,4035661,Julian Blackmon,S,"exact name, slot agrees",1.000
4for4_idp,db:Julian Love|SEA,Julian Love,SEA,S,DB,4046675,Julian Love,S,"exact name, slot agrees",1.000
4for4_idp,db:Julian Neal|SEA,Julian Neal,SEA,CB,DB,4684543,Julian Neal,CB,"exact name, slot agrees",1.000
4for4_idp,dl:Julian Okwara|CLE,Julian Okwara,CLE,DE,DL,4046690,Julian Okwara,DE,"exact name, slot agrees",1.000
4for4_idp,lb:Junior Colson|LAC,Junior Colson,LAC,LB,LB,4431212,Junior Colson,LB,"exact name, slot agrees",1.000
4for4_idp,dl:Justin Eboigbe|LAC,Justin Eboigbe,LAC,DT,DL,4567138,Justin Eboigbe,DT,"exact name, slot agrees",1.000
4for4_idp,lb:Justin Jefferson|CLE,Justin Jefferson,CLE,LB,LB,5150249,Justin Jefferson,LB,hand_reviewed,
4for4_idp,db:Justin Reid|NO,Justin Reid,NO,S,DB,3931399,Justin Reid,S,"exact name, slot agrees",1.000
4for4_idp,lb:Justin Strnad|DEN,Justin Strnad,DEN,LB,LB,3919548,Justin Strnad,LB,"exact name, slot agrees",1.000
4for4_idp,db:Justin Walley|IND,Justin Walley,IND,CB,DB,4682909,Justin Walley,CB,"exact name, slot agrees",1.000
4for4_idp,dl:K'Lavon Chaisson|WAS,K'Lavon Chaisson,WAS,DE,DL,4242205,K'Lavon Chaisson,DE,"exact name, slot agrees",1.000
4for4_idp,lb:K.J. Britt|NE,K.J. Britt,NE,LB,LB,4242521,K.J. Britt,LB,"exact name, slot agrees",1.000
4for4_idp,lb:Kaden Elliss|NO,Kaden Elliss,NO,LB,LB,3124890,Kaden Elliss,LB,"exact name, slot agrees",1.000
4for4_idp,db:Kader Kohou|KC,Kader Kohou,KC,CB,DB,4291489,Kader Kohou,CB,"exact name, slot agrees",1.000
4for4_idp,db:Kaevon Merriweather|HOU,Kaevon Merriweather,HOU,S,DB,4360502,Kaevon Merriweather,S,"exact name, slot agrees",1.000
4for4_idp,db:Kahlef Hailassie|MIN,Kahlef Hailassie,MIN,CB,DB,4373814,Kahlef Hailassie,CB,"exact name, slot agrees",1.000
4for4_idp,db:Kaiir Elam|KC,Kaiir Elam,KC,CB,DB,4567399,Kaiir Elam,CB,"exact name, slot agrees",1.000
4for4_idp,lb:Kaleb Elarms-Orr|BUF,Kaleb Elarms-Orr,BUF,LB,LB,4594321,Kaleb Elarms-Orr,LB,"exact name, slot agrees",1.000
4for4_idp,dl:Kaleb Proctor|ARI,Kaleb Proctor,ARI,DE,DL,5084514,Kaleb Proctor,DT,"exact name, slot agrees",1.000
4for4_idp,dl:Kalia Davis|CLE,Kalia Davis,CLE,DT,DL,4243541,Kalia Davis,DT,"exact name, slot agrees",1.000
4for4_idp,db:Kamal Hadden|GB,Kamal Hadden,GB,CB,DB,4427356,Kamal Hadden,CB,"exact name, slot agrees",1.000
4for4_idp,db:Kamari Lassiter|HOU,Kamari Lassiter,HOU,CB,DB,4602699,Kamari Lassiter,CB,"exact name, slot agrees",1.000
4for4_idp,db:Kamari Ramsey|HOU,Kamari Ramsey,HOU,CB,DB,4685518,Kamari Ramsey,S,"exact name, slot agrees",1.000
4for4_idp,db:Kamren Curl|LAR,Kamren Curl,LAR,S,DB,4242154,Kam Curl,S,hand_reviewed,
4for4_idp,db:Kamren Kinchens|LAR,Kamren Kinchens,LAR,S,DB,4596363,Kamren Kinchens,S,"exact name, slot agrees",1.000
4for4_idp,lb:Karene Reid|DEN,Karene Reid,DEN,LB,LB,4875336,Karene Reid,LB,"exact name, slot agrees",1.000
4for4_idp,dl:Karl Brooks|GB,Karl Brooks,GB,DT,DL,4373423,Karl Brooks,DT,"exact name, slot agrees",1.000
4for4_idp,db:Karon Prunty|NE,Karon Prunty,NE,CB,DB,4606666,Karon Prunty,CB,"exact name, slot agrees",1.000
4for4_idp,dl:Kayden McDonald|HOU,Kayden McDonald,HOU,DT,DL,4870893,Kayden McDonald,DT,"exact name, slot agrees",1.000
4for4_idp,dl:Kayvon Thibodeaux|NYG,Kayvon Thibodeaux,NYG,DE,DL,4426326,Kayvon Thibodeaux,DE,"exact name, slot agrees",1.000
4for4_idp,dl:Keeanu Benton|PIT,Keeanu Benton,PIT,DT,DL,4426694,Keeanu Benton,DT,"exact name, slot agrees",1.000
4for4_idp,db:Kei'Trel Clark|ARI,Kei'Trel Clark,ARI,CB,DB,4426923,Kei'Trel Clark,CB,"exact name, slot agrees",1.000
4for4_idp,db:Keidron Smith|ATL,Keidron Smith,ATL,S,DB,4372418,Keidron Smith,S,"exact name, slot agrees",1.000
4for4_idp,dl:Keion White|SF,Keion White,SF,DE,DL,4243493,Keion White,DE,"exact name, slot agrees",1.000
4for4_idp,db:Keionte Scott|TB,Keionte Scott,TB,S,DB,5093694,Keionte Scott,CB,"exact name, slot agrees",1.000
4for4_idp,db:Keisean Nixon|GB,Keisean Nixon,GB,CB,DB,4259493,Keisean Nixon,CB,"exact name, slot agrees",1.000
4for4_idp,db:Keith Abney II|DET,Keith Abney II,DET,CB,DB,5093004,Keith Abney II,CB,"exact name, slot agrees",1.000
4for4_idp,dl:Keldric Faulk|TEN,Keldric Faulk,TEN,DE,DL,4870707,Keldric Faulk,DE,"exact name, slot agrees",1.000
4for4_idp,db:Kelee Ringo|PHI,Kelee Ringo,PHI,CB,DB,4428992,Kelee Ringo,CB,"exact name, slot agrees",1.000
4for4_idp,db:Kemon Hall|TB,Kemon Hall,TB,CB,DB,4243831,Kemon Hall,CB,"exact name, slot agrees",1.000
4for4_idp,lb:Kendal Daniels|ATL,Kendal Daniels,ATL,LB,LB,4595343,Kendal Daniels,LB,"exact name, slot agrees",1.000
4for4_idp,db:Kendall Williamson|LAC,Kendall Williamson,LAC,S,DB,4360745,Kendall Williamson,S,"exact name, slot agrees",1.000
4for4_idp,db:Kendell Brooks|TEN,Kendell Brooks,TEN,S,DB,4585317,Kendell Brooks,S,"exact name, slot agrees",1.000
4for4_idp,dl:Kenneth Grant|MIA,Kenneth Grant,MIA,DT,DL,4894654,Kenneth Grant,DT,"exact name, slot agrees",1.000
4for4_idp,dl:Kenny Clark|DAL,Kenny Clark,DAL,DT,DL,3122752,Kenny Clark,DT,"exact name, slot agrees",1.000
4for4_idp,dl:Kentavius Street|CHI,Kentavius Street,CHI,DT,DL,3116726,Kentavius Street,DT,"exact name, slot agrees",1.000
4for4_idp,db:Keondre Jackson|BAL,Keondre Jackson,BAL,S,DB,4878287,Keondre Jackson,S,"exact name, slot agrees",1.000
4for4_idp,lb:Keonta Jenkins|BUF,Keonta Jenkins,BUF,LB,LB,4577066,Keonta Jenkins,LB,"exact name, slot agrees",1.000
4for4_idp,db:Kerby Joseph|DET,Kerby Joseph,DET,S,DB,4360383,Kerby Joseph,S,"exact name, slot agrees",1.000
4for4_idp,db:Kevin Byard|NE,Kevin Byard,NE,S,DB,2574056,Kevin Byard,S,"exact name, slot agrees",1.000
4for4_idp,db:Kevin Knowles|KC,Kevin Knowles,KC,CB,DB,4602648,Kevin Knowles,CB,"exact name, slot agrees",1.000
4for4_idp,db:Kevin Winston|TEN,Kevin Winston,TEN,S,DB,4685617,Kevin Winston Jr.,S,"exact name, slot agrees",1.000
4for4_idp,db:Keyon Martin|BAL,Keyon Martin,BAL,CB,DB,4694334,Keyon Martin,CB,"exact name, slot agrees",1.000
4for4_idp,dl:Keyron Crawford|LV,Keyron Crawford,LV,DE,DL,4911904,Keyron Crawford,DE,"exact name, slot agrees",1.000
4for4_idp,db:Khalil Dorsey|DET,Khalil Dorsey,DET,CB,DB,4027919,Khalil Dorsey,CB,"exact name, slot agrees",1.000
4for4_idp,dl:Khalil Mack|LAC,Khalil Mack,LAC,DE,DL,16710,Khalil Mack,DE,"exact name, slot agrees",1.000
4for4_idp,dl:Khyiris Tonga|KC,Khyiris Tonga,KC,DT,DL,4256074,Khyiris Tonga,DT,"exact name, slot agrees",1.000
4for4_idp,db:Kindle Vildor|NE,Kindle Vildor,NE,CB,DB,4036651,Kindle Vildor,CB,"exact name, slot agrees",1.000
4for4_idp,dl:Kingsley Enagbare|NYJ,Kingsley Enagbare,NYJ,DE,DL,4362840,Kingsley Enagbare,DE,"exact name, slot agrees",1.000
4for4_idp,db:Kitan Crawford|ARI,Kitan Crawford,ARI,S,DB,4430821,Kitan Crawford,S,"exact name, slot agrees",1.000
4for4_idp,db:Kitan Oladapo|GB,Kitan Oladapo,GB,S,DB,4374037,Kitan Oladapo,S,"exact name, slot agrees",1.000
4for4_idp,dl:Kobie Turner|LAR,Kobie Turner,LAR,DT,DL,4250621,Kobie Turner,DT,"exact name, slot agrees",1.000
4for4_idp,db:Kool-Aid McKinstry|NO,Kool-Aid McKinstry,NO,CB,DB,4433975,Kool-Aid McKinstry,CB,"exact name, slot agrees",1.000
4for4_idp,db:Korie Black|NYG,Korie Black,NYG,CB,DB,4429281,Korie Black,CB,"exact name, slot agrees",1.000
4for4_idp,db:Kris Abrams-Draine|DEN,Kris Abrams-Draine,DEN,CB,DB,4429193,Kris Abrams-Draine,CB,"exact name, slot agrees",1.000
4for4_idp,dl:Kris Jenkins|CIN,Kris Jenkins,CIN,DT,DL,4432301,Kris Jenkins Jr.,DT,"exact name, slot agrees",1.000
4for4_idp,db:Kristian Fulton|KC,Kristian Fulton,KC,CB,DB,4035433,Kristian Fulton,CB,"exact name, slot agrees",1.000
4for4_idp,dl:Kwity Paye|LV,Kwity Paye,LV,DE,DL,4258194,Kwity Paye,DE,"exact name, slot agrees",1.000
4for4_idp,db:Kyle Dugger|CIN,Kyle Dugger,CIN,S,DB,4401811,Kyle Dugger,S,"exact name, slot agrees",1.000
4for4_idp,db:Kyle Hamilton|BAL,Kyle Hamilton,BAL,S,DB,4575517,Kyle Hamilton,S,"exact name, slot agrees",1.000
4for4_idp,dl:Kyle Kennard|LAC,Kyle Kennard,LAC,DE,DL,4432333,Kyle Kennard,DE,"exact name, slot agrees",1.000
4for4_idp,lb:Kyle Louis|MIA,Kyle Louis,MIA,LB,LB,4880273,Kyle Louis,LB,"exact name, slot agrees",1.000
4for4_idp,db:Kyler Gordon|CHI,Kyler Gordon,CHI,CB,DB,4361093,Kyler Gordon,CB,"exact name, slot agrees",1.000
4for4_idp,db:L'Jarius Sneed|KC,L'Jarius Sneed,KC,CB,DB,4040432,L'Jarius Sneed,CB,"exact name, slot agrees",1.000
4for4_idp,dl:L.J. Collier|ARI,L.J. Collier,ARI,DE,DL,3116449,L.J. Collier,DT,"exact name, slot agrees",1.000
4for4_idp,dl:LT Overton|DAL,LT Overton,DAL,DT,DL,4870960,LT Overton,DE,"exact name, slot agrees",1.000
4for4_idp,dl:LaBryan Ray|CAR,LaBryan Ray,CAR,DE,DL,4241473,LaBryan Ray,DT,"exact name, slot agrees",1.000
